tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,title,region,language,isOriginalTitle,english_grammar_signal,era,log_numVotes
tt7711342,movie,Agnyaathavaasi: Prince in Exile,2018,158,"Action,Drama",4.3,3949,Ek Baazigar,IN,bn,0,True,Modern,3.59659709562646
tt7715202,movie,Sarkar,2018,163,"Action,Drama",6.7,23667,Original Sarkar,IN,bn,0,False,Modern,4.374161560604974
tt7808072,movie,The Eunuch and the Flute Player,2017,115,Drama,8.5,1010,Nagarkirtan,IN,bn,0,True,Modern,3.004751155591001
tt7808216,movie,Nilachaley Kiriti,2018,115,Thriller,5.7,254,Nilacholey Kiriti,IN,bn,0,False,Modern,2.406540180433955
tt7856166,movie,Sailaja Reddy Alludu,2018,147,"Action,Comedy,Drama",5.1,1099,Jamai Ami Hit,IN,bn,0,False,Modern,3.041392685158225
tt8007826,movie,In Pursuit of Love,2021,100,Drama,9.1,14,Jodi Ektu Somoy Petam,BD,bn,0,True,Modern,1.1760912590556813
tt8072400,movie,Hello Guru Prema Kosame,2018,140,"Comedy,Romance",7.1,3708,Prem Korechhi Korboi Toh,BD,bn,0,False,Modern,3.5692568333286103
tt8133888,movie,Nela Ticket,2018,120,"Action,Drama",4.3,1016,Total Herogiri,IN,bn,0,False,Modern,3.0073209529227447
tt8147262,movie,Made in Bangladesh,2019,95,Drama,6.9,548,Shimu,BD,bn,0,True,Modern,2.739572344450092
tt8147262,movie,Made in Bangladesh,2019,95,Drama,6.9,548,Shimu: Made in Bangladesh,BD,bn,0,True,Modern,2.739572344450092
tt8289664,movie,Khelechi Aajgubi,2018,,Comedy,4.3,13,Tiki Taka,IN,bn,0,False,Modern,1.146128035678238
tt8427416,movie,Bhobishyoter Bhoot,2018,131,"Comedy,Horror",5.7,340,Bhobishyoter Bhoot,IN,bn,0,False,Modern,2.5327543789924976
tt8435324,movie,Bombay Rose,2019,97,"Animation,Drama,Romance",6.5,883,Bōmbē rōja,BD,bn,0,False,Modern,2.946452265013073
tt8782620,movie,Pariah,2020,106,"Drama,Fantasy,Thriller",8.8,18,Khyapa,IN,bn,0,False,Modern,1.2787536009528289
tt8924916,movie,Jonbai,2005,71,"Drama,Musical,Romance",8.8,35,Junbai,IN,bn,0,False,Modern,1.5563025007672873
tt8958304,movie,"Sincerely Yours, Dhaka",2018,134,Drama,7.0,786,"Eti, Tomari Dhaka",BD,bn,0,False,Modern,2.8959747323590648
tt9044418,movie,MR-9: Do or Die,2023,106,"Action,Drama,Thriller",3.4,1510,Masud Rana,BD,bn,0,False,Modern,3.1792644643390253
tt9194978,movie,Reunion,2018,120,Drama,6.1,41,Reunion,IN,bn,0,False,Modern,1.6232492903979006
tt9319896,movie,Airaa,2019,142,"Drama,Horror",4.7,858,Jomuna O Projaaoti Rohoshyo,IN,bn,0,False,Modern,2.9339931638312424
